"","stimuli","origin","synonyms"
"881","arrival_2","fedora","fedora"
"882","arrival_2","fez","fez"
"883","arrival_2","gesture","gesture"
"884","arrival_2","horn","horn"
"885","arrival_2","ice","ice"
"886","arrival_2","insect","insect"
"887","arrival_2","leg","leg"
"888","arrival_2","letter","letter"
"889","arrival_2","mouth","mouth"
"890","arrival_2","pier","pier"
"891","arrival_2","pots","pots"
"892","arrival_2","rat","rodent"
"893","arrival_2","scarf","scarf"
"894","arrival_2","seagull","seagull"
"895","arrival_2","star","star"
"896","arrival_2","stone","stone"
"897","arrival_2","titanic","titanic"
"898","arrival_2","boat","tugboat"
"899","arrival_2","adventure","adventure"
"900","arrival_2","airport","airport"
"901","arrival_2","attendant","attendant"
"902","arrival_2","balcony","balcony"
"903","arrival_2","beak","beak"
"904","arrival_2","beard","beard"
"905","arrival_2","bed","bed"
"906","arrival_2","body","body"
"907","arrival_2","booklet","booklet"
"908","arrival_2","bridge","bridge"
"909","arrival_2","calligraphy","calligraphy"
"910","arrival_2","character","character"
"911","arrival_2","circle","circle"
"912","arrival_2","circus","circus"
"913","arrival_2","clock","clock"
"914","arrival_2","attire","clothes"
"915","arrival_2","attire","clothing"
"916","arrival_2","collar","collar"
"917","arrival_2","crease","crease"
"918","arrival_2","crew","crew"
"919","arrival_2","boat","cruise"
"920","arrival_2","doorway","doorway"
"921","arrival_2","dragon","dragon"
"922","arrival_2","dress","dress"
"923","arrival_2","eagle","eagle"
"924","arrival_2","edge","edge"
"925","arrival_2","egg","egg"
"926","arrival_2","engine","engine"
"927","arrival_2","fingertip","fingertip"
"928","arrival_2","fire","fire"
"929","arrival_2","fist","fist"
"930","arrival_2","flamingo","flamingo"
"931","arrival_2","flask","flask"
"932","arrival_2","floor","floor"
"933","arrival_2","forehead","forehead"
"934","arrival_2","funnel","funnel"
"935","arrival_2","giant","giant"
"936","arrival_2","gift","gift"
"937","arrival_2","grid","grid"
"938","arrival_2","hair","hair"
"939","arrival_2","hatch","hatch"
"940","arrival_2","hook","hook"
"941","arrival_2","horizon","horizon"
"942","arrival_2","huddle","huddle"
"943","arrival_2","island","island"
"944","arrival_2","jar","jar"
"945","arrival_2","jug","jug"
"946","arrival_2","kangaroo","kangaroo"
"947","arrival_2","kerchief","kerchief"
"948","arrival_2","knee","knee"
"949","arrival_2","lake","lake"
"950","arrival_2","lap","lap"
"951","arrival_2","lemur","lemur"
"952","arrival_2","lever","lever"
"953","arrival_2","locust","locust"
"954","arrival_2","marker","marker"
"955","arrival_2","mayfly","mayfly"
"956","arrival_2","meal","meal"
"957","arrival_2","men","men"
"958","arrival_2","metronome","metronome"
"959","arrival_2","monkey","monkey"
"960","arrival_2","mug","mug"
"961","arrival_2","note","note"
"962","arrival_2","pail","pail"
"963","arrival_2","pan","pan"
"964","arrival_2","panel","panel"
"965","arrival_2","pants","pants"
"966","arrival_2","park","park"
"967","arrival_2","parrot","parrot"
"968","arrival_2","photo","photograph"
"969","arrival_2","pill","pill"
"970","arrival_2","plate","plate"
"971","arrival_2","postcard","postcard"
"972","arrival_2","prism","prism"
"973","arrival_2","puzzle","puzzle"
"974","arrival_2","queue","queue"
"975","arrival_2","rail","rail"
"976","arrival_2","railing","railing"
"977","arrival_2","road","road"
"978","arrival_2","row","row"
"979","arrival_2","sail","sail"
"980","arrival_2","sea","sea"
"981","arrival_2","shade","shade"
"982","arrival_2","shipyard","shipyard"
"983","arrival_2","shirt","shirt"
"984","arrival_2","shroud","shroud"
"985","arrival_2","silhouette","silhouette"
"986","arrival_2","sketch","sketch"
"987","arrival_2","sleeve","sleeve"
"988","arrival_2","slide","slide"
"989","arrival_2","son","son"
"990","arrival_2","squirrel","squirrel"
"991","arrival_2","statute","statute"
"992","arrival_2","step","step"
"993","arrival_2","stove","stove"
"994","arrival_2","submarine","submarine"
"995","arrival_2","tie","tie"
"996","arrival_2","towel","towel"
"997","arrival_2","town","town"
"998","arrival_2","tree","tree"
"999","arrival_2","trunk","trunk"
"1000","arrival_2","tsa","tsa"
"1001","arrival_2","tube","tube"
"1002","arrival_2","urn","urn"
"1003","arrival_2","utensil","utensil"
"1004","arrival_2","veil","veil"
"1005","arrival_2","voyage","voyage"
"1006","arrival_2","waist","waist"
"1007","arrival_2","walkway","walkway"
"1008","arrival_2","wind","wind"
"1009","arrival_2","world","world"
"1010","arrival_2","scarve","scarve"
"1011","arrival_2","barge","barge"
"1012","arrival_2","handshake","handshake"
"1013","arrival_3","daisy","daisy"
"1014","arrival_3","sparkle","sparkle"
"1015","arrival_3","loaves","loaves"
"1016","arrival_3","gentleman","guy"
"1017","arrival_3","gentleman","man"
"1018","arrival_3","hat","hat"
"1019","arrival_3","book","book"
"1020","arrival_3","egg","egg"
"1021","arrival_3","cat","cat"
"1022","arrival_3","suitcase","suitcase"
"1023","arrival_3","girl","lady"
"1024","arrival_3","girl","woman"
"1025","arrival_3","bed","bed"
"1026","arrival_3","people","people"
"1027","arrival_3","road","street"
"1028","arrival_3","floor","ground"
"1029","arrival_3","floor","land"
"1030","arrival_3","newspaper","paper"
"1031","arrival_3","newspaper","tabloid"
"1032","arrival_3","picture","picture"
"1033","arrival_3","bird","bird"
"1034","arrival_3","cart","cart"
"1035","arrival_3","hand","hand"
"1036","arrival_3","barber","barber"
"1037","arrival_3","boy","boy"
"1038","arrival_3","head","head"
"1039","arrival_3","light","light"
"1040","arrival_3","snail","snail"
"1041","arrival_3","time","time"
"1042","arrival_3","basket","basket"
"1043","arrival_3","clock","stopwatch"
"1044","arrival_3","clock","watch"
"1045","arrival_3","violin","violin"
"1046","arrival_3","animal","animal"
"1047","arrival_3","instrument","instrument"
"1048","arrival_3","accordion","instrument "
"1049","arrival_3","arrow","arrow"
"1050","arrival_3","map","map"
"1051","arrival_3","arm","arm"
"1052","arrival_3","sign","sign"
"1053","arrival_3","person","person"
"1054","arrival_3","animal","rabbit"
"1055","arrival_3","shoulder","shoulder"
"1056","arrival_3","air","wind"
"1057","arrival_3","window","window"
"1058","arrival_3","building","building"
"1059","arrival_3","musician","musician"
"1060","arrival_3","pocket","pocket"
"1061","arrival_3","sky","sky"
"1062","arrival_3","tower","tower"
"1063","arrival_3","box","box"
"1064","arrival_3","chair","chair"
"1065","arrival_3","couple","couple"
"1066","arrival_3","finger","finger"
"1067","arrival_3","horn","horn"
"1068","arrival_3","animal","lizard"
"1069","arrival_3","newpaper","paper"
"1070","arrival_3","newpaper","sheet"
"1071","arrival_3","sidewalk","sidewalk"
"1072","arrival_3","tea","tea"
"1073","arrival_3","turban","turban"
"1074","arrival_3","vendor","vendor"
"1075","arrival_3","child","child"
"1076","arrival_3","floor","ground"
"1077","arrival_3","page","page"
"1078","arrival_3","papers","papers"
"1079","arrival_3","poster","poster"
"1080","arrival_3","paper","sheet"
"1081","arrival_3","suit","suit"
"1082","arrival_3","wheel","wheel"
"1083","arrival_3","city","city"
"1084","arrival_3","coffee","coffee"
"1085","arrival_3","crate","crate"
"1086","arrival_3","food","food"
"1087","arrival_3","tail","tail"
"1088","arrival_3","top","top"
"1089","arrival_3","town","town"
"1090","arrival_3","instrument ","trumpet"
"1091","arrival_3","wall","wall"
"1092","arrival_3","backpack","backpack"
"1093","arrival_3","animal","pet"
"1094","arrival_3","smoke","smoke"
"1095","arrival_3","steam","steam"
"1096","arrival_3","story","story"
"1097","arrival_3","instrument ","tuba"
"1098","arrival_3","compass","compass"
"1099","arrival_3","foot","foot"
"1100","arrival_3","hair","hair"
"1101","arrival_3","luggage","luggage"
"1102","arrival_3","notebook","notebook"
"1103","arrival_3","number","number"
"1104","arrival_3","pigeon","pigeon"
"1105","arrival_3","snowflake","snowflake"
"1106","arrival_3","archway","archway"
"1107","arrival_3","barbershop","barbershop"
"1108","arrival_3","bicycle","bicycle"
"1109","arrival_3","bunny","bunny"
"1110","arrival_3","circle","circle"
"1111","arrival_3","coat","coat"
"1112","arrival_3","crab","crab"
"1113","arrival_3","cup","cup"
"1114","arrival_3","dinosaur","dinosaur"
"1115","arrival_3","dress","dress"
"1116","arrival_3","ear","ear"
"1117","arrival_3","face","face"
"1118","arrival_3","fiddle","instrument "
"1119","arrival_3","gentleman","guy"
"1120","arrival_3","jacket","jacket"
"1121","arrival_3","kid","kid"
"1122","arrival_3","magazine","magazine"
"1123","arrival_3","market","market"
"1124","arrival_3","neck","neck"
"1125","arrival_3","cart","pushcart"
"1126","arrival_3","row","row"
"1127","arrival_3","shirt","shirt"
"1128","arrival_3","snow","snow"
"1129","arrival_3","squirrel","squirrel"
"1130","arrival_3","stool","stool"
"1131","arrival_3","straw","straw"
"1132","arrival_3","teapot","teapot"
"1133","arrival_3","walk","walk"
"1134","arrival_3","apron","apron"
"1135","arrival_3","attire","attire"
"1136","arrival_3","band","band"
"1137","arrival_3","beard","beard"
"1138","arrival_3","bike","bike"
"1139","arrival_3","boat","boat"
"1140","arrival_3","brick","brick"
"1141","arrival_3","bubble","bubble"
"1142","arrival_3","cap","cap"
"1143","arrival_3","church","church"
"1144","arrival_3","cloth","cloth"
"1145","arrival_3","clothes","clothes"
"1146","arrival_3","cream","cream"
"1147","arrival_3","curb","curb"
"1148","arrival_3","doorway","doorway"
"1149","arrival_3","dragon","dragon"
"1150","arrival_3","ears","ears"
"1151","arrival_3","firefly","firefly"
"1152","arrival_3","frame","frame"
"1153","arrival_3","hotel","hotel"
"1154","arrival_3","iguana","iguana"
"1155","arrival_3","image","image"
"1156","arrival_3","kettle","kettle"
"1157","arrival_3","knitting","knitting"
"1158","arrival_3","letter","letter"
"1159","arrival_3","machine","machine"
"1160","arrival_3","mouse","mouse"
"1161","arrival_3","newsboy","newsboy"
"1162","arrival_3","nose","nose"
"1163","arrival_3","orb","orb"
"1164","arrival_3","pants","pants"
"1165","arrival_3","photo","photo"
"1166","arrival_3","plant","plant"
"1167","arrival_3","animal","porcupine"
"1168","arrival_3","animal","possum"
"1169","arrival_3","pot","pot"
"1170","arrival_3","razor","razor"
"1171","arrival_3","reptile","reptile"
"1172","arrival_3","screen","screen"
"1173","arrival_3","shoe","shoe"
"1174","arrival_3","shoulders","shoulders"
"1175","arrival_3","smokestack","smokestack"
"1176","arrival_3","star","star"
"1177","arrival_3","store","store"
"1178","arrival_3","string","string"
"1179","arrival_3","sun","sun"
"1180","arrival_3","torso","torso"
"1181","arrival_3","turbine","turbine"
"1182","arrival_3","vest","vest"
"1183","arrival_3","violinist","violinist"
"1184","arrival_3","aardvark","animal"
"1185","arrival_3","apartment","apartment"
"1186","arrival_3","animal","armadillo"
"1187","arrival_3","ball","ball"
"1188","arrival_3","beak","beak"
"1189","arrival_3","bench","bench"
"1190","arrival_3","benche","benche"
"1191","arrival_3","bib","bib"
"1192","arrival_3","billboard","billboard"
"1193","arrival_3","bin","bin"
"1194","arrival_3","binn","binn"
"1195","arrival_3","blanket","blanket"
"1196","arrival_3","board","board"
"1197","arrival_3","bow","bow"
"1198","arrival_3","bread","bread"
"1199","arrival_3","briefcase","briefcase"
"1200","arrival_3","bucket","bucket"
"1201","arrival_3","busker","busker"
"1202","arrival_3","cactus","cactus"
"1203","arrival_3","car","car"
"1204","arrival_3","case","case"
"1205","arrival_3","cash","cash"
"1206","arrival_3","chap","chap"
"1207","arrival_3","charcoal","charcoal"
"1208","arrival_3","cheek","cheek"
"1209","arrival_3","chicken","chicken"
"1210","arrival_3","chimney","chimney"
"1211","arrival_3","clarinet","instrument "
"1212","arrival_3","claw","claw"
"1213","arrival_3","cloak","cloak"
"1214","arrival_3","cobblestone","cobblestone"
"1215","arrival_3","cooler","cooler"
"1216","arrival_3","diary","diary"
"1217","arrival_3","dictionary","dictionary"
"1218","arrival_3","dog","dog"
"1219","arrival_3","door","door"
"1220","arrival_3","eggs","eggs"
"1221","arrival_3","engine","engine"
"1222","arrival_3","eye","eye"
"1223","arrival_3","fabric","fabric"
"1224","arrival_3","fez","fez"
"1225","arrival_3","fish","fish"
"1226","arrival_3","fly","fly"
"1227","arrival_3","flyer","flyer"
"1228","arrival_3","foe","foe"
"1229","arrival_3","fox","fox"
"1230","arrival_3","garment","garment"
"1231","arrival_3","giant","giant"
"1232","arrival_3","gourd","gourd"
"1233","arrival_3","gramophone","gramophone"
"1234","arrival_3","hay","hay"
"1235","arrival_3","heater","heater"
"1236","arrival_3","house","house"
"1237","arrival_3","ice","ice"
"1238","arrival_3","insect","insect"
"1239","arrival_3","knife","knife"
"1240","arrival_3","ground","land"
"1241","arrival_3","laundromat","laundromat"
"1242","arrival_3","leg","leg"
"1243","arrival_3","lights","lights"
"1244","arrival_3","line","line"
"1245","arrival_3","longhorn","longhorn"
"1246","arrival_3","machinery","machinery"
"1247","arrival_3","mantle","mantle"
"1248","arrival_3","metal","metal"
"1249","arrival_3","monkey","monkey"
"1250","arrival_3","mouth","mouth"
"1251","arrival_3","necklace","necklace"
"1252","arrival_3","necktie","necktie"
"1253","arrival_3","note","note"
"1254","arrival_3","outfit","outfit"
"1255","arrival_3","overcoat","overcoat"
"1256","arrival_3","paperboy","paperboy"
"1257","arrival_3","pavement","pavement"
"1258","arrival_3","peanut","peanut"
"1259","arrival_3","pencil","pencil"
"1260","arrival_3","phone","phone"
"1261","arrival_3","pie","pie"
"1262","arrival_3","pig","pig"
"1263","arrival_3","pillbox","pillbox"
"1264","arrival_3","pillow","pillow"
"1265","arrival_3","pork","pork"
"1266","arrival_3","pots","pots"
"1267","arrival_3","priest","priest"
"1268","arrival_3","rectangle","rectangle"
"1269","arrival_3","register","register"
"1270","arrival_3","robe","robe"
"1271","arrival_3","salon","salon"
"1272","arrival_3","saxophone","saxophone"
"1273","arrival_3","shark","shark"
"1274","arrival_3","shell","shell"
"1275","arrival_3","sleep","sleep"
"1276","arrival_3","sleeve","sleeve"
"1277","arrival_3","slide","slide"
"1278","arrival_3","square","square"
"1279","arrival_3","stage","stage"
"1280","arrival_3","sunflower","sunflower"
"1281","arrival_3","newspaper","tabloid"
