"","source","agreement","stimuli","n","percent","lemma_naming","lemma_dis","dist"
"28","boss",92,"arrival_5",3,9.375,"plate","platter",0.0952380952380952
"29","boss",87,"quest",17,53.125,"speaker","spear",0.0952380952380952
"30","boss",87,"unfriendly_giants",3,9.375,"speaker","spear",0.0952380952380952
"31","brodeur",77,"flowerman",14,43.75,"bacon","balcony",0.0952380952380952
"32","brodeur",77,"wanderer",2,6.25,"bacon","balcony",0.0952380952380952
"33","dr2",100,"escape_from_the_zoo",19,59.375,"grill","gorilla",0.0952380952380952
"34","dr2",100,"picture_this",2,6.25,"grill","gorilla",0.0952380952380952
"35","dr2",95.4545455,"arrival_6",2,6.25,"dress","dresser",0.0952380952380952
"36","dr2",95.4545455,"journey",10,31.25,"dress","dresser",0.0952380952380952
"37","dr2",78.5714286,"arrival_3",3,9.375,"dresser","dress",0.0952380952380952
"38","dr2",78.5714286,"arrival_5",3,9.375,"dresser","dress",0.0952380952380952
"39","dr2",78.5714286,"arrival_6",2,6.25,"dresser","dress",0.0952380952380952
"40","dr2",78.5714286,"birthday_party_fun",2,6.25,"dresser","dessert",0.0952380952380952
"41","dr2",78.5714286,"birthday_party_fun",3,9.375,"dresser","dress",0.0952380952380952
"42","dr2",78.5714286,"picture_this",3,9.375,"dresser","dress",0.0952380952380952
"43","dr2",100,"arrival_4",11,34.375,"glasses","glass",0.0952380952380952
"44","dr2",100,"arrival_5",13,40.625,"glasses","glass",0.0952380952380952
"45","dr2",100,"by_the_lake",2,6.25,"glasses","glass",0.0952380952380952
"46","dr2",100,"dinosaurs_spacemen_and_ghouls",3,9.375,"glasses","glass",0.0952380952380952
"47","dr2",100,"escape_from_the_zoo",3,9.375,"glasses","glass",0.0952380952380952
"48","dr2",100,"flowerman",10,31.25,"glasses","glass",0.0952380952380952
"49","dr2",100,"journey",3,9.375,"glasses","glass",0.0952380952380952
"50","dr2",100,"picture_this",3,9.375,"glasses","glass",0.0952380952380952
"51","dr2",90.9,"wanderer",3,9.375,"pants","planets",0.0952380952380952
"52","dr2",95.6521739,"picture_this",3,9.375,"slipper","flipper",0.0952380952380952
"53","dr2",95.6521739,"quest",19,59.375,"slipper","flipper",0.0952380952380952
"54","mm",94,"journey",3,9.375,"chorizo","horizon",0.0952380952380952
"55","brodeur",81,"by_the_lake",2,6.25,"baseballbat","baseball",0.0909090909090908
"56","brodeur",81,"picture_this",3,9.375,"baseballbat","baseball",0.0909090909090908
"57","mm",88,"flowerman",23,71.875,"fountainpen","fountain",0.0909090909090908
"58","mm",88,"picture_this",2,6.25,"fountainpen","fountain",0.0909090909090908
"59","boss",85,"arrival_2",2,6.25,"bowl","bow",0.0833333333333334
"60","boss",85,"arrival_4",3,9.375,"bowl","bow",0.0833333333333334
"61","boss",85,"arrival_5",15,46.875,"bowl","owl",0.0833333333333334
"62","boss",85,"escape_from_the_zoo",3,9.375,"bowl","owl",0.0833333333333334
"63","boss",85,"return",2,6.25,"bowl","bow",0.0833333333333334
"64","boss",71,"flowerman",2,6.25,"cane","can",0.0833333333333334
"65","boss",71,"wanderer",11,34.375,"cane","can",0.0833333333333334
"66","boss",97,"arrival_2",2,6.25,"dice","ice",0.0833333333333334
"67","boss",97,"escape_from_the_zoo",28,87.5,"dice","ice",0.0833333333333334
"68","boss",97,"wanderer",17,53.125,"dice","ice",0.0833333333333334
"69","boss",92,"arrival_1",2,6.25,"lamp","lap",0.0833333333333334
"70","boss",92,"arrival_5",3,9.375,"lamp","lap",0.0833333333333334
"71","boss",100,"arrival_2",2,6.25,"pear","ear",0.0833333333333334
"72","boss",100,"arrival_3",3,9.375,"pear","ear",0.0833333333333334
"73","boss",100,"arrival_4",12,37.5,"pear","ear",0.0833333333333334
"74","boss",100,"arrival_5",2,6.25,"pear","ear",0.0833333333333334
"75","boss",100,"arrival_6",2,6.25,"pear","ear",0.0833333333333334
"76","boss",100,"journey",2,6.25,"pear","ear",0.0833333333333334
"77","boss",100,"return",2,6.25,"pear","ear",0.0833333333333334
"78","boss",90,"quest",2,6.25,"pen","pens",0.0833333333333334
"79","boss",92,"arrival_2",2,6.25,"rice","ice",0.0833333333333334
"80","boss",92,"escape_from_the_zoo",28,87.5,"rice","ice",0.0833333333333334
"81","boss",92,"wanderer",17,53.125,"rice","ice",0.0833333333333334
"82","boss",91,"arrival_5",2,6.25,"tile","tie",0.0833333333333334
"83","boss",91,"birthday_party_fun",2,6.25,"tile","tie",0.0833333333333334
"84","boss",91,"flowerman",10,31.25,"tile","tie",0.0833333333333334
"85","brodeur",71,"exhibit_12",3,9.375,"barn","bar",0.0833333333333334
"86","brodeur",71,"flowerman",23,71.875,"barn","bar",0.0833333333333334
"87","brodeur",71,"wanderer",3,9.375,"barn","bar",0.0833333333333334
"88","brodeur",71,"wild_west",3,9.375,"barn","bar",0.0833333333333334
"89","brodeur",81,"arrival_4",3,9.375,"bed","bend",0.0833333333333334
"90","brodeur",81,"arrival_6",3,9.375,"keys","key",0.0833333333333334
"91","brodeur",81,"flowerman",2,6.25,"keys","key",0.0833333333333334
"92","brodeur",81,"journey",2,6.25,"keys","key",0.0833333333333334
"93","brodeur",81,"quest",28,87.5,"keys","key",0.0833333333333334
"94","brodeur",88,"airport",13,40.625,"cat","cart",0.0833333333333334
"95","brodeur",88,"arrival_1",10,31.25,"cat","coat",0.0833333333333334
"96","brodeur",88,"arrival_3",20,62.5,"cat","cart",0.0833333333333334
"97","brodeur",88,"arrival_3",3,9.375,"cat","coat",0.0833333333333334
"98","brodeur",88,"arrival_4",3,9.375,"cat","cart",0.0833333333333334
"99","brodeur",88,"arrival_5",12,37.5,"cat","cart",0.0833333333333334
"100","brodeur",88,"exhibit_12",2,6.25,"cat","coat",0.0833333333333334
"101","brodeur",88,"flowerman",15,46.875,"cat","cart",0.0833333333333334
"102","brodeur",88,"flowerman",11,34.375,"cat","coat",0.0833333333333334
"103","brodeur",88,"picture_this",2,6.25,"cat","coat",0.0833333333333334
"104","brodeur",83,"wanderer",3,9.375,"skis","ski",0.0833333333333334
"105","brodeur",76,"wanderer",3,9.375,"eye","eyes",0.0833333333333334
"106","brodeur",100,"arrival_1",18,56.25,"owl","bowl",0.0833333333333334
"107","brodeur",100,"arrival_4",13,40.625,"owl","bowl",0.0833333333333334
"108","brodeur",100,"arrival_5",19,59.375,"owl","bowl",0.0833333333333334
"109","brodeur",100,"arrival_6",20,62.5,"owl","bowl",0.0833333333333334
"110","brodeur",100,"birthday_party_fun",2,6.25,"owl","bowl",0.0833333333333334
"111","brodeur",100,"wanderer",2,6.25,"owl","bowl",0.0833333333333334
"112","brodeur",86,"arrival_4",3,9.375,"lips","lip",0.0833333333333334
"113","brodeur",86,"unfriendly_giants",3,9.375,"lips","lip",0.0833333333333334
"114","brodeur",83,"dinosaurs_spacemen_and_ghouls",11,34.375,"pipe","pie",0.0833333333333334
"115","brodeur",83,"flowerman",2,6.25,"pipe","pie",0.0833333333333334
"116","brodeur",88,"arrival_5",3,9.375,"seal","sea",0.0833333333333334
"117","brodeur",88,"being_a_pirate",12,37.5,"seal","sea",0.0833333333333334
"118","brodeur",88,"by_the_lake",2,6.25,"seal","sea",0.0833333333333334
"119","brodeur",88,"deep_sea_divers",19,59.375,"seal","sea",0.0833333333333334
"120","brodeur",88,"quest",15,46.875,"seal","sea",0.0833333333333334
"121","brodeur",88,"return",12,37.5,"seal","sea",0.0833333333333334
"122","brodeur",88,"wanderer",28,87.5,"seal","sea",0.0833333333333334
"123","dr2",100,"arrival_2",2,6.25,"bear","ear",0.0833333333333334
"124","dr2",100,"arrival_3",3,9.375,"bear","ear",0.0833333333333334
"125","dr2",100,"arrival_4",12,37.5,"bear","ear",0.0833333333333334
"126","dr2",100,"arrival_5",2,6.25,"bear","ear",0.0833333333333334
"127","dr2",100,"arrival_6",2,6.25,"bear","ear",0.0833333333333334
"128","dr2",100,"exhibit_12",3,9.375,"bear","bar",0.0833333333333334
"129","dr2",100,"flowerman",23,71.875,"bear","bar",0.0833333333333334
"130","dr2",100,"journey",2,6.25,"bear","ear",0.0833333333333334
"131","dr2",100,"return",2,6.25,"bear","ear",0.0833333333333334
"132","dr2",100,"wanderer",3,9.375,"bear","bar",0.0833333333333334
"133","dr2",100,"wild_west",3,9.375,"bear","bar",0.0833333333333334
"134","dr2",95.4545455,"wanderer",3,9.375,"bee","beer",0.0833333333333334
"135","dr2",100,"by_the_lake",10,31.25,"fountain","mountain",0.0833333333333334
"136","dr2",100,"deep_sea_divers",2,6.25,"fountain","mountain",0.0833333333333334
"137","dr2",100,"journey",10,31.25,"fountain","mountain",0.0833333333333334
"138","dr2",100,"make_a_splash",2,6.25,"fountain","mountain",0.0833333333333334
"139","dr2",100,"quest",2,6.25,"fountain","mountain",0.0833333333333334
"140","dr2",100,"quest",26,81.25,"fountain","mountain",0.0833333333333334
"141","dr2",92.3076923,"airport",12,37.5,"hoe","hose",0.0833333333333334
"142","dr2",92.3076923,"arrival_1",2,6.25,"hoe","hole",0.0833333333333334
"143","dr2",92.3076923,"arrival_3",2,6.25,"hoe","shoe",0.0833333333333334
"144","dr2",92.3076923,"arrival_4",17,53.125,"hoe","shoe",0.0833333333333334
"145","dr2",92.3076923,"arrival_5",2,6.25,"hoe","hose",0.0833333333333334
"146","dr2",92.3076923,"arrival_5",2,6.25,"hoe","shoe",0.0833333333333334
"147","dr2",92.3076923,"arrival_6",12,37.5,"hoe","hole",0.0833333333333334
"148","dr2",92.3076923,"being_a_pirate",2,6.25,"hoe","hole",0.0833333333333334
"149","dr2",92.3076923,"birthday_party_fun",2,6.25,"hoe","shoe",0.0833333333333334
"150","dr2",92.3076923,"flowerman",2,6.25,"hoe","hole",0.0833333333333334
"151","dr2",92.3076923,"make_a_splash",2,6.25,"hoe","hole",0.0833333333333334
"152","dr2",92.3076923,"make_a_splash",2,6.25,"hoe","hose",0.0833333333333334
"153","dr2",92.3076923,"return",3,9.375,"hoe","hole",0.0833333333333334
"154","dr2",92.3076923,"return",3,9.375,"hoe","shoe",0.0833333333333334
"155","dr2",92.3076923,"wanderer",21,65.625,"hoe","hole",0.0833333333333334
"156","dr2",92.3076923,"wanderer",3,9.375,"hoe","home",0.0833333333333334
"157","dr2",100,"arrival_2",2,6.25,"pot","pots",0.0833333333333334
"158","dr2",100,"flowerman",3,9.375,"pot","post",0.0833333333333334
"159","dr2",85.7142857,"deep_sea_divers",2,6.25,"road","rod",0.0833333333333334
"160","dr2",85.7142857,"exhibit_12",2,6.25,"road","rod",0.0833333333333334
"161","dr2",85.7142857,"wanderer",10,31.25,"road","rod",0.0833333333333334
"162","dr2",100,"arrival_3",18,56.25,"tie","time",0.0833333333333334
"163","dr2",100,"arrival_6",14,43.75,"tie","time",0.0833333333333334
"164","dr2",100,"by_the_lake",2,6.25,"tie","tire",0.0833333333333334
"165","dr2",100,"exhibit_12",3,9.375,"tie","time",0.0833333333333334
"166","dr2",100,"journey",2,6.25,"tie","tire",0.0833333333333334
"167","dr2",100,"picture_this",3,9.375,"tie","tire",0.0833333333333334
"168","dr2",100,"quest",13,40.625,"tie","time",0.0833333333333334
"169","dr2",100,"wanderer",2,6.25,"tie","tire",0.0833333333333334
"170","dr2",88.1,"arrival_5",2,6.25,"tire","tie",0.0833333333333334
"171","dr2",88.1,"birthday_party_fun",2,6.25,"tire","tie",0.0833333333333334
"172","dr2",88.1,"flowerman",10,31.25,"tire","tie",0.0833333333333334
"173","mm",96,"arrival_2",28,87.5,"bat","boat",0.0833333333333334
"174","mm",96,"arrival_3",2,6.25,"bat","boat",0.0833333333333334
"175","mm",96,"arrival_4",26,81.25,"bat","boat",0.0833333333333334
"176","mm",96,"arrival_5",23,71.875,"bat","boat",0.0833333333333334
"177","mm",96,"arrival_6",11,34.375,"bat","boat",0.0833333333333334
"178","mm",96,"being_a_pirate",2,6.25,"bat","bath",0.0833333333333334
"179","mm",96,"being_a_pirate",27,84.375,"bat","boat",0.0833333333333334
"180","mm",96,"by_the_lake",26,81.25,"bat","boat",0.0833333333333334
"181","mm",96,"deep_sea_divers",25,78.125,"bat","boat",0.0833333333333334
"182","mm",96,"flowerman",21,65.625,"bat","bait",0.0833333333333334
"183","mm",96,"journey",28,87.5,"bat","boat",0.0833333333333334
"184","mm",96,"quest",28,87.5,"bat","boat",0.0833333333333334
"185","mm",96,"return",28,87.5,"bat","boat",0.0833333333333334
"186","mm",96,"wanderer",29,90.625,"bat","boat",0.0833333333333334
"187","mm",96,"wanderer",2,6.25,"bat","bait",0.0833333333333334
"188","mm",96,"quest",2,6.25,"arm","army",0.0833333333333334
"189","mm",99,"arrival_3",2,6.25,"ear","ears",0.0833333333333334
"190","mm",99,"arrival_4",3,9.375,"ear","ears",0.0833333333333334
"191","mm",99,"deep_sea_divers",2,6.25,"ear","gear",0.0833333333333334
"192","mm",99,"dinosaurs_spacemen_and_ghouls",2,6.25,"ear","gear",0.0833333333333334
"193","mm",99,"escape_from_the_zoo",25,78.125,"ear","bear",0.0833333333333334
"194","mm",99,"journey",3,9.375,"ear","gear",0.0833333333333334
"195","mm",99,"picture_this",12,37.5,"ear","bear",0.0833333333333334
"196","mm",99,"quest",12,37.5,"ear","gear",0.0833333333333334
"197","mm",99,"wanderer",2,6.25,"ear","ears",0.0833333333333334
"198","mm",96,"birthday_party_fun",2,6.25,"cap","cape",0.0833333333333334
"199","mm",96,"wanderer",10,31.25,"cap","cape",0.0833333333333334
"200","mm",96,"arrival_3",26,81.25,"coat","cat",0.0833333333333334
"201","mm",96,"arrival_4",23,71.875,"coat","cat",0.0833333333333334
"202","mm",96,"arrival_5",24,75,"coat","cat",0.0833333333333334
"203","mm",96,"arrival_6",2,6.25,"coat","cat",0.0833333333333334
"204","mm",96,"deep_sea_divers",2,6.25,"coat","cat",0.0833333333333334
"205","mm",96,"escape_from_the_zoo",2,6.25,"coat","cat",0.0833333333333334
"206","mm",96,"flowerman",12,37.5,"coat","cat",0.0833333333333334
"207","mm",96,"journey",27,84.375,"coat","cat",0.0833333333333334
"208","mm",96,"return",15,46.875,"coat","cat",0.0833333333333334
"209","mm",96,"wanderer",26,81.25,"coat","cat",0.0833333333333334
"210","mm",73,"arrival_2",3,9.375,"pie","pipe",0.0833333333333334
"211","mm",73,"arrival_2",2,6.25,"pie","pier",0.0833333333333334
"212","mm",73,"arrival_4",3,9.375,"pie","pier",0.0833333333333334
"213","mm",73,"arrival_6",3,9.375,"pie","pine",0.0833333333333334
"214","mm",73,"by_the_lake",2,6.25,"pie","pier",0.0833333333333334
"215","mm",73,"make_a_splash",2,6.25,"pie","pipe",0.0833333333333334
"216","mm",73,"wanderer",16,50,"pie","pipe",0.0833333333333334
"217","mm",73,"wanderer",14,43.75,"pie","pier",0.0833333333333334
"218","mm",95,"exhibit_12",11,34.375,"dart","art",0.0833333333333334
"219","mm",95,"flowerman",3,9.375,"dart","art",0.0833333333333334
"220","mm",81,"picture_this",2,6.25,"ski","skin",0.0833333333333334
"221","mm",73,"flowerman",21,65.625,"bit","bait",0.0833333333333334
"222","mm",73,"wanderer",2,6.25,"bit","bait",0.0833333333333334
"223","mm",86,"birthday_party_fun",15,46.875,"boat","bat",0.0833333333333334
"224","mm",86,"wanderer",10,31.25,"boat","bat",0.0833333333333334
"225","mm",93,"airport",13,40.625,"car","cart",0.0833333333333334
"226","mm",93,"airport",10,31.25,"car","card",0.0833333333333334
"227","mm",93,"arrival_3",20,62.5,"car","cart",0.0833333333333334
"228","mm",93,"arrival_4",3,9.375,"car","cart",0.0833333333333334
"229","mm",93,"arrival_4",2,6.25,"car","card",0.0833333333333334
"230","mm",93,"arrival_5",12,37.5,"car","cart",0.0833333333333334
"231","mm",93,"flowerman",15,46.875,"car","cart",0.0833333333333334
"232","mm",93,"picture_this",3,9.375,"car","card",0.0833333333333334
"233","mm",93,"wild_west",2,6.25,"car","card",0.0833333333333334
"234","mm",75,"arrival_1",2,6.25,"cart","car",0.0833333333333334
"235","mm",75,"arrival_3",26,81.25,"cart","cat",0.0833333333333334
"236","mm",75,"arrival_4",23,71.875,"cart","cat",0.0833333333333334
"237","mm",75,"arrival_4",10,31.25,"cart","car",0.0833333333333334
"238","mm",75,"arrival_5",24,75,"cart","cat",0.0833333333333334
"239","mm",75,"arrival_5",2,6.25,"cart","car",0.0833333333333334
"240","mm",75,"arrival_6",2,6.25,"cart","cat",0.0833333333333334
"241","mm",75,"deep_sea_divers",2,6.25,"cart","cat",0.0833333333333334
"242","mm",75,"escape_from_the_zoo",2,6.25,"cart","cat",0.0833333333333334
"243","mm",75,"exhibit_12",11,34.375,"cart","art",0.0833333333333334
"244","mm",75,"flowerman",3,9.375,"cart","art",0.0833333333333334
"245","mm",75,"flowerman",25,78.125,"cart","car",0.0833333333333334
"246","mm",75,"flowerman",12,37.5,"cart","cat",0.0833333333333334
"247","mm",75,"journey",27,84.375,"cart","cat",0.0833333333333334
"248","mm",75,"return",15,46.875,"cart","cat",0.0833333333333334
"249","mm",75,"return",2,6.25,"cart","car",0.0833333333333334
"250","mm",75,"wanderer",26,81.25,"cart","cat",0.0833333333333334
"251","mm",99,"arrival_1",18,56.25,"bow","bowl",0.0833333333333334
"252","mm",99,"arrival_4",13,40.625,"bow","bowl",0.0833333333333334
"253","mm",99,"arrival_5",19,59.375,"bow","bowl",0.0833333333333334
"254","mm",99,"arrival_6",20,62.5,"bow","bowl",0.0833333333333334
"255","mm",99,"birthday_party_fun",2,6.25,"bow","bowl",0.0833333333333334
"256","mm",99,"wanderer",2,6.25,"bow","bowl",0.0833333333333334
"257","mm",83,"flowerman",23,71.875,"mountain","fountain",0.0833333333333334
"258","mm",83,"picture_this",2,6.25,"mountain","fountain",0.0833333333333334
"259","mm",93,"airport",2,6.25,"sea","seat",0.0833333333333334
"260","mm",93,"arrival_6",3,9.375,"sea","seal",0.0833333333333334
"261","mm",93,"journey",3,9.375,"sea","seat",0.0833333333333334
"262","mm",93,"quest",11,34.375,"sea","seat",0.0833333333333334
"263","mm",93,"unfriendly_giants",2,6.25,"sea","seal",0.0833333333333334
"264","mm",93,"wanderer",21,65.625,"sea","seal",0.0833333333333334
"265","mm",75,"being_a_pirate",2,6.25,"sun","sunk",0.0833333333333334
"266","boss",82,"escape_from_the_zoo",2,6.25,"boot","booth",0.0666666666666668
"267","boss",94,"by_the_lake",2,6.25,"broom","room",0.0666666666666668
"268","boss",94,"flowerman",11,34.375,"broom","room",0.0666666666666668
"269","boss",94,"journey",26,81.25,"broom","room",0.0666666666666668
"270","boss",94,"wanderer",2,6.25,"broom","room",0.0666666666666668
"271","boss",71,"arrival_1",3,9.375,"cane","crane",0.0666666666666668
"272","boss",71,"dinosaurs_spacemen_and_ghouls",2,6.25,"cane","crane",0.0666666666666668
"273","boss",71,"quest",2,6.25,"cane","canoe",0.0666666666666668
"274","boss",71,"wanderer",25,78.125,"cane","crane",0.0666666666666668
"275","boss",92,"journey",3,9.375,"lamp","lamps",0.0666666666666668
"276","boss",92,"return",2,6.25,"lamp","lamps",0.0666666666666668
"277","boss",77,"being_a_pirate",11,34.375,"shoe","shore",0.0666666666666668
"278","boss",78,"arrival_3",18,56.25,"nail","snail",0.0666666666666668
"279","boss",78,"arrival_4",2,6.25,"nail","snail",0.0666666666666668
"280","boss",78,"arrival_5",2,6.25,"nail","snail",0.0666666666666668
"281","boss",78,"wanderer",3,9.375,"nail","snail",0.0666666666666668
"282","boss",100,"quest",17,53.125,"pear","spear",0.0666666666666668
"283","boss",100,"quest",2,6.25,"pear","pearl",0.0666666666666668
"284","boss",100,"unfriendly_giants",3,9.375,"pear","spear",0.0666666666666668
"285","boss",100,"wanderer",11,34.375,"pear","pearl",0.0666666666666668
"286","boss",100,"by_the_lake",2,6.25,"screw","crew",0.0666666666666668
"287","boss",90,"picture_this",2,6.25,"sunglasses","sunglass",0.0666666666666668
"288","boss",82,"journey",2,6.25,"wheel","heel",0.0666666666666668
"289","brodeur",95,"by_the_lake",2,6.25,"basketball","baseball",0.0666666666666668
"290","brodeur",95,"picture_this",3,9.375,"basketball","baseball",0.0666666666666668
"291","brodeur",80,"wanderer",3,9.375,"bell","belly",0.0666666666666668
"292","brodeur",88,"arrival_1",3,9.375,"chair","hair",0.0666666666666668
"293","brodeur",88,"arrival_5",3,9.375,"chair","hair",0.0666666666666668
"294","brodeur",88,"birthday_party_fun",2,6.25,"chair","hair",0.0666666666666668
"295","brodeur",88,"deep_sea_divers",2,6.25,"chair","hair",0.0666666666666668
"296","brodeur",88,"dinosaurs_spacemen_and_ghouls",2,6.25,"chair","hair",0.0666666666666668
"297","brodeur",88,"flowerman",20,62.5,"chair","hair",0.0666666666666668
"298","brodeur",88,"make_a_splash",2,6.25,"chair","hair",0.0666666666666668
"299","brodeur",100,"airport",12,37.5,"horse","hose",0.0666666666666668
"300","brodeur",100,"arrival_5",2,6.25,"horse","hose",0.0666666666666668
"301","brodeur",100,"make_a_splash",2,6.25,"horse","hose",0.0666666666666668
"302","brodeur",98,"by_the_lake",10,31.25,"kite","kites",0.0666666666666668
"303","brodeur",98,"return",3,9.375,"kite","kites",0.0666666666666668
"304","brodeur",98,"wanderer",2,6.25,"kite","kites",0.0666666666666668
"305","brodeur",88,"escape_from_the_zoo",14,43.75,"lion","lions",0.0666666666666668
"306","brodeur",88,"unfriendly_giants",3,9.375,"nose","noose",0.0666666666666668
"307","brodeur",98,"airport",11,34.375,"swing","wing",0.0666666666666668
"308","brodeur",98,"birthday_party_fun",3,9.375,"swing","wing",0.0666666666666668
"309","brodeur",98,"escape_from_the_zoo",3,9.375,"swing","wing",0.0666666666666668
"310","brodeur",98,"quest",18,56.25,"swing","wing",0.0666666666666668
"311","brodeur",98,"return",21,65.625,"swing","wing",0.0666666666666668
"312","brodeur",98,"wanderer",16,50,"swing","wing",0.0666666666666668
"313","dr2",100,"wanderer",2,6.25,"grill","gill",0.0666666666666668
"314","dr2",100,"arrival_3",2,6.25,"bear","beard",0.0666666666666668
"315","dr2",100,"deep_sea_divers",3,9.375,"bear","beard",0.0666666666666668
"316","dr2",100,"picture_this",3,9.375,"bear","beard",0.0666666666666668
"317","dr2",100,"return",10,31.25,"bear","beard",0.0666666666666668
"318","dr2",95.2,"deep_sea_divers",2,6.25,"canoe","cane",0.0666666666666668
"319","dr2",70.7,"arrival_1",2,6.25,"wine","twine",0.0666666666666668
"320","dr2",100,"arrival_1",25,78.125,"lock","clock",0.0666666666666668
"321","dr2",100,"arrival_3",17,53.125,"lock","clock",0.0666666666666668
"322","dr2",100,"arrival_4",2,6.25,"lock","clock",0.0666666666666668
"323","dr2",100,"arrival_5",2,6.25,"lock","clock",0.0666666666666668
"324","dr2",100,"arrival_6",3,9.375,"lock","clock",0.0666666666666668
"325","dr2",100,"flowerman",2,6.25,"lock","block",0.0666666666666668
"326","dr2",100,"flowerman",12,37.5,"lock","clock",0.0666666666666668
"327","dr2",100,"journey",2,6.25,"lock","block",0.0666666666666668
"328","dr2",100,"quest",2,6.25,"lock","clock",0.0666666666666668
"329","dr2",100,"return",2,6.25,"lock","clock",0.0666666666666668
"330","dr2",100,"wanderer",3,9.375,"lock","block",0.0666666666666668
"331","dr2",100,"escape_from_the_zoo",2,6.25,"medal","meal",0.0666666666666668
"332","dr2",85.7142857,"arrival_4",2,6.25,"road","roads",0.0666666666666668
"333","dr2",85.7142857,"arrival_6",2,6.25,"road","roads",0.0666666666666668
"334","dr2",85.7142857,"journey",2,6.25,"road","roads",0.0666666666666668
"335","dr2",85.7142857,"wild_west",2,6.25,"road","roads",0.0666666666666668
"336","dr2",100,"being_a_pirate",2,6.25,"skunk","sunk",0.0666666666666668
"337","dr2",95.5,"birthday_party_fun",13,40.625,"slide","side",0.0666666666666668
"338","dr2, mm",96,"arrival_5",3,9.375,"stool","tool",0.0666666666666668
"339","mm",86,"arrival_1",2,6.25,"brain","rain",0.0666666666666668
"340","mm",86,"quest",19,59.375,"brain","rain",0.0666666666666668
"341","mm",72,"airport",10,31.25,"chard","card",0.0666666666666668
"342","mm",72,"arrival_4",2,6.25,"chard","card",0.0666666666666668
"343","mm",72,"picture_this",3,9.375,"chard","card",0.0666666666666668
"344","mm",72,"wild_west",2,6.25,"chard","card",0.0666666666666668
"345","mm",93,"airport",12,37.5,"house","hose",0.0666666666666668
"346","mm",93,"arrival_5",2,6.25,"house","hose",0.0666666666666668
"347","mm",93,"make_a_splash",2,6.25,"house","hose",0.0666666666666668
"348","mm",96,"being_a_pirate",3,9.375,"coat","coast",0.0666666666666668
"349","mm",74,"being_a_pirate",2,6.25,"ship","ships",0.0666666666666668
"350","mm",93,"arrival_1",2,6.25,"train","rain",0.0666666666666668
"351","mm",93,"quest",19,59.375,"train","rain",0.0666666666666668
"352","boss",82,"arrival_3",3,9.375,"tshirt","shirt",0.0555555555555556
"353","boss",82,"arrival_5",16,50,"tshirt","shirt",0.0555555555555556
"354","boss",82,"being_a_pirate",2,6.25,"tshirt","shirt",0.0555555555555556
"355","boss",82,"birthday_party_fun",2,6.25,"tshirt","shirt",0.0555555555555556
"356","boss",82,"by_the_lake",2,6.25,"tshirt","shirt",0.0555555555555556
"357","boss",82,"escape_from_the_zoo",2,6.25,"tshirt","shirt",0.0555555555555556
"358","boss",82,"exhibit_12",2,6.25,"tshirt","shirt",0.0555555555555556
"359","boss",82,"flowerman",13,40.625,"tshirt","shirt",0.0555555555555556
"360","boss",82,"quest",2,6.25,"tshirt","shirt",0.0555555555555556
"361","boss",82,"wanderer",16,50,"tshirt","shirt",0.0555555555555556
"362","brodeur",95,"by_the_lake",2,6.25,"cloud","clouds",0.0555555555555556
"363","brodeur",95,"flowerman",3,9.375,"cloud","clouds",0.0555555555555556
"364","brodeur",95,"journey",11,34.375,"cloud","clouds",0.0555555555555556
