,source,agreement,stimuli,n,percent,lemma_naming,lemma_dis,dist,match
1088,moreno-martinez,93,NA,NA,NA,cookie,NA,NA,NA
1089,moreno-martinez,96,NA,NA,NA,cr̬mecaramel,NA,NA,NA
1090,moreno-martinez,76,NA,NA,NA,crocodile,NA,NA,NA
1091,moreno-martinez,97,NA,NA,NA,cucumber,NA,NA,NA
1092,moreno-martinez,95,NA,NA,NA,daisy,NA,NA,NA
1093,moreno-martinez,95,NA,NA,NA,dart,NA,NA,NA
1094,moreno-martinez,78,NA,NA,NA,diamond,NA,NA,NA
1095,moreno-martinez,99,NA,NA,NA,dolphin,NA,NA,NA
1096,moreno-martinez,92,NA,NA,NA,drum,NA,NA,NA
1097,moreno-martinez,93,NA,NA,NA,eggplant,NA,NA,NA
1098,moreno-martinez,93,NA,NA,NA,felttippen,NA,NA,NA
1099,moreno-martinez,80,NA,NA,NA,fig,NA,NA,NA
1100,moreno-martinez,76,NA,NA,NA,fillingcabinet,NA,NA,NA
1101,moreno-martinez,99,NA,NA,NA,fly,NA,NA,NA
1102,moreno-martinez,96,NA,NA,NA,folder,NA,NA,NA
1103,moreno-martinez,74,NA,NA,NA,fondue,NA,NA,NA
1104,moreno-martinez,88,NA,NA,NA,fountainpen,NA,NA,NA
1105,moreno-martinez,96,NA,NA,NA,fritter,NA,NA,NA
1106,moreno-martinez,99,NA,NA,NA,fryingpan,NA,NA,NA
1107,moreno-martinez,96,NA,NA,NA,grapes,NA,NA,NA
1108,moreno-martinez,89,NA,NA,NA,grenade,NA,NA,NA
1109,moreno-martinez,92,NA,NA,NA,harp,NA,NA,NA
1110,moreno-martinez,87,NA,NA,NA,hen,NA,NA,NA
1111,moreno-martinez,71,NA,NA,NA,hummingbird,NA,NA,NA
1112,moreno-martinez,96,NA,NA,NA,kiwifruit,NA,NA,NA
1113,moreno-martinez,95,NA,NA,NA,ladybird,NA,NA,NA
1114,moreno-martinez,97,NA,NA,NA,lettuce,NA,NA,NA
1115,moreno-martinez,99,NA,NA,NA,ludo,NA,NA,NA
1116,moreno-martinez,74,NA,NA,NA,lynx,NA,NA,NA
1117,moreno-martinez,96,NA,NA,NA,maracas,NA,NA,NA
1118,moreno-martinez,97,NA,NA,NA,mill,NA,NA,NA
1119,moreno-martinez,99,NA,NA,NA,motorbike,NA,NA,NA
1120,moreno-martinez,92,NA,NA,NA,mussel,NA,NA,NA
1121,moreno-martinez,99,NA,NA,NA,necklace,NA,NA,NA
1122,moreno-martinez,81,NA,NA,NA,nut,NA,NA,NA
1123,moreno-martinez,90,NA,NA,NA,pasty,NA,NA,NA
1124,moreno-martinez,99,NA,NA,NA,pencil,NA,NA,NA
1125,moreno-martinez,95,NA,NA,NA,pendant,NA,NA,NA
1126,moreno-martinez,99,NA,NA,NA,pepper,NA,NA,NA
1127,moreno-martinez,96,NA,NA,NA,piano,NA,NA,NA
1128,moreno-martinez,99,NA,NA,NA,pigeon,NA,NA,NA
1129,moreno-martinez,89,NA,NA,NA,pincers,NA,NA,NA
1130,moreno-martinez,76,NA,NA,NA,pistachio,NA,NA,NA
1131,moreno-martinez,84,NA,NA,NA,pomegranate,NA,NA,NA
1132,moreno-martinez,89,NA,NA,NA,poppy,NA,NA,NA
1133,moreno-martinez,83,NA,NA,NA,raisin,NA,NA,NA
1134,moreno-martinez,77,NA,NA,NA,raven,NA,NA,NA
1135,moreno-martinez,78,NA,NA,NA,razorshell,NA,NA,NA
1136,moreno-martinez,96,NA,NA,NA,rhino,NA,NA,NA
1137,moreno-martinez,98,NA,NA,NA,rose,NA,NA,NA
1138,moreno-martinez,87,NA,NA,NA,saxophone,NA,NA,NA
1139,moreno-martinez,79,NA,NA,NA,shanty,NA,NA,NA
1140,moreno-martinez,97,NA,NA,NA,skate,NA,NA,NA
1141,moreno-martinez,95,NA,NA,NA,skittle,NA,NA,NA
1142,moreno-martinez,81,NA,NA,NA,sofa,NA,NA,NA
1143,moreno-martinez,84,NA,NA,NA,spinningtop,NA,NA,NA
1144,"moreno-martinez, DR2",96,NA,NA,NA,stool,NA,NA,NA
1145,moreno-martinez,89,NA,NA,NA,strainer,NA,NA,NA
1146,moreno-martinez,93,NA,NA,NA,tablefootball,NA,NA,NA
1147,moreno-martinez,99,NA,NA,NA,tambourine,NA,NA,NA
1148,moreno-martinez,95,NA,NA,NA,toe,NA,NA,NA
1149,moreno-martinez,99,NA,NA,NA,tractor,NA,NA,NA
1150,moreno-martinez,97,NA,NA,NA,trumpet,NA,NA,NA
1151,moreno-martinez,99,NA,NA,NA,undershirt,NA,NA,NA
1152,moreno-martinez,95,NA,NA,NA,van,NA,NA,NA
1153,moreno-martinez,97,NA,NA,NA,walnut,NA,NA,NA
1154,moreno-martinez,88,NA,NA,NA,wasp,NA,NA,NA
1155,moreno-martinez,97,NA,NA,NA,watermelon,NA,NA,NA
1156,DR2,80,NA,NA,NA,anvil,NA,NA,NA
1157,DR2,88.2,NA,NA,NA,artichoke,NA,NA,NA
1158,DR2,100,NA,NA,NA,asparagus,NA,NA,NA
1159,DR2,100,NA,NA,NA,bandaid,NA,NA,NA
1160,DR2,100,NA,NA,NA,barrel,NA,NA,NA
1161,DR2,90,NA,NA,NA,bartender,NA,NA,NA
1162,DR2,96.4285714,NA,NA,NA,bathtub,NA,NA,NA
1163,DR2,95.4545455,NA,NA,NA,bee,NA,NA,NA
1164,DR2,91.4,NA,NA,NA,boxinggloves,NA,NA,NA
1165,DR2,90.9,NA,NA,NA,butter,NA,NA,NA
1166,DR2,95.2,NA,NA,NA,canoe,NA,NA,NA
1167,DR2,92.2,NA,NA,NA,canopener,NA,NA,NA
1168,DR2,96.6666667,NA,NA,NA,carousel,NA,NA,NA
1169,DR2,100,NA,NA,NA,chain,NA,NA,NA
1170,DR2,100,NA,NA,NA,cheese,NA,NA,NA
1171,DR2,95.4545455,NA,NA,NA,cherry,NA,NA,NA
1172,DR2,81.8181818,NA,NA,NA,chicken,NA,NA,NA
1173,DR2,100,NA,NA,NA,chopsticks,NA,NA,NA
1174,DR2,100,NA,NA,NA,clothespin,NA,NA,NA
1175,DR2,87.5,NA,NA,NA,corkscrew,NA,NA,NA
1176,DR2,92.8571429,NA,NA,NA,crackers,NA,NA,NA
1177,DR2,100,NA,NA,NA,crib,NA,NA,NA
1178,DR2,82.9,NA,NA,NA,dentist,NA,NA,NA
1179,DR2,97.5609756,NA,NA,NA,diaper,NA,NA,NA
1180,DR2,94.3,NA,NA,NA,donkey,NA,NA,NA
1181,DR2,89.7435897,NA,NA,NA,drill,NA,NA,NA
1182,DR2,100,NA,NA,NA,eagle,NA,NA,NA
1183,DR2,92.3076923,NA,NA,NA,earring,NA,NA,NA
1184,DR2,100,NA,NA,NA,firetruck,NA,NA,NA
1185,DR2,95.3488372,NA,NA,NA,fishtank,NA,NA,NA
1186,DR2,100,NA,NA,NA,funnel,NA,NA,NA
1187,DR2,100,NA,NA,NA,glasses,NA,NA,NA
1188,DR2,100,NA,NA,NA,globe,NA,NA,NA
1189,DR2,96,NA,NA,NA,grasshopper,NA,NA,NA
1190,DR2,100,NA,NA,NA,grill,NA,NA,NA
1191,DR2,100,NA,NA,NA,hammock,NA,NA,NA
1192,DR2,89.3,NA,NA,NA,highchair,NA,NA,NA
1193,DR2,98.0769231,NA,NA,NA,hinge,NA,NA,NA
1194,DR2,92.3076923,NA,NA,NA,hoe,NA,NA,NA
1195,DR2,100,NA,NA,NA,igloo,NA,NA,NA
1196,DR2,96.7,NA,NA,NA,ironingboard,NA,NA,NA
1197,DR2,88.6,NA,NA,NA,jackhammer,NA,NA,NA
1198,DR2,100,NA,NA,NA,jar,NA,NA,NA
1199,DR2,88.6,NA,NA,NA,jumprope,NA,NA,NA
1200,DR2,96,NA,NA,NA,ladle,NA,NA,NA
1201,"boss, DR2",100,NA,NA,NA,lemon,NA,NA,NA
1202,DR2,93.2,NA,NA,NA,lightbulb,NA,NA,NA
1203,DR2,100,NA,NA,NA,llama,NA,NA,NA
1204,DR2,96.4,NA,NA,NA,magnet,NA,NA,NA
1205,DR2,100,NA,NA,NA,match,NA,NA,NA
1206,DR2,96.4285714,NA,NA,NA,mixer,NA,NA,NA
1207,DR2,100,NA,NA,NA,moose,NA,NA,NA
1208,DR2,89.3,NA,NA,NA,mosquito,NA,NA,NA
1209,DR2,100,NA,NA,NA,needle,NA,NA,NA
1210,"boss, DR2",100,NA,NA,NA,onion,NA,NA,NA
1211,DR2,97.4,NA,NA,NA,ostrich,NA,NA,NA
1212,DR2,97.4,NA,NA,NA,paint,NA,NA,NA
1213,DR2,90.9090909,NA,NA,NA,pan,NA,NA,NA
1214,DR2,96.4,NA,NA,NA,panda,NA,NA,NA
1215,DR2,90.9,NA,NA,NA,pants,NA,NA,NA
1216,DR2,100,NA,NA,NA,paperclip,NA,NA,NA
1217,DR2,100,NA,NA,NA,parachute,NA,NA,NA
1218,DR2,100,NA,NA,NA,peach,NA,NA,NA
1219,DR2,97.1,NA,NA,NA,peanut,NA,NA,NA
1220,DR2,85.7142857,NA,NA,NA,peas,NA,NA,NA
1221,DR2,92.3,NA,NA,NA,pelican,NA,NA,NA
1222,DR2,100,NA,NA,NA,pencilsharpener,NA,NA,NA
1223,DR2,87.2,NA,NA,NA,piggybank,NA,NA,NA
1224,DR2,95.4545455,NA,NA,NA,pitcher,NA,NA,NA
1225,DR2,88.6,NA,NA,NA,pitchfork,NA,NA,NA
1226,DR2,97.6190476,NA,NA,NA,pizza,NA,NA,NA
1227,DR2,91.5,NA,NA,NA,pliers,NA,NA,NA
1228,DR2,96.4285714,NA,NA,NA,policeman,NA,NA,NA
1229,DR2,100,NA,NA,NA,popcorn,NA,NA,NA
1230,DR2,95.3,NA,NA,NA,popsicle,NA,NA,NA
1231,DR2,97.4,NA,NA,NA,porcupine,NA,NA,NA
1232,DR2,92.9,NA,NA,NA,priest,NA,NA,NA
1233,DR2,71.4,NA,NA,NA,purse,NA,NA,NA
1234,DR2,89.2857143,NA,NA,NA,puzzle,NA,NA,NA
1235,DR2,97.9,NA,NA,NA,raccoon,NA,NA,NA
1236,DR2,100,NA,NA,NA,radio,NA,NA,NA
1237,DR2,93,NA,NA,NA,radish,NA,NA,NA
1238,DR2,86.6666667,NA,NA,NA,railroadtracks,NA,NA,NA
1239,DR2,100,NA,NA,NA,razor,NA,NA,NA
1240,DR2,100,NA,NA,NA,refrigerator,NA,NA,NA
1241,DR2,90.6976744,NA,NA,NA,rockingchair,NA,NA,NA
1242,DR2,94.4,NA,NA,NA,rollerskate,NA,NA,NA
1243,DR2,94.9,NA,NA,NA,rollingpin,NA,NA,NA
1244,DR2,97.6,NA,NA,NA,rooster,NA,NA,NA
1245,DR2,100,NA,NA,NA,rug,NA,NA,NA
1246,DR2,100,NA,NA,NA,safe,NA,NA,NA
1247,DR2,90.7,NA,NA,NA,safetypin,NA,NA,NA
1248,DR2,78.6,NA,NA,NA,salsa,NA,NA,NA
1249,DR2,100,NA,NA,NA,salt,NA,NA,NA
1250,DR2,89.2857143,NA,NA,NA,seesaw,NA,NA,NA
1251,DR2,100,NA,NA,NA,sewingmachine,NA,NA,NA
1252,DR2,100,NA,NA,NA,skunk,NA,NA,NA
1253,DR2,96.8,NA,NA,NA,sled,NA,NA,NA
1254,DR2,100,NA,NA,NA,slingshot,NA,NA,NA
1255,DR2,95.6521739,NA,NA,NA,slipper,NA,NA,NA
1256,DR2,96.6,NA,NA,NA,spaghetti,NA,NA,NA
1257,DR2,100,NA,NA,NA,spatula,NA,NA,NA
1258,DR2,95.5,NA,NA,NA,steeringwheel,NA,NA,NA
1259,DR2,100,NA,NA,NA,stocking,NA,NA,NA
1260,"moreno-martinez, DR2",96,NA,NA,NA,stool,NA,NA,NA
1261,DR2,96.7741935,NA,NA,NA,stroller,NA,NA,NA
1262,DR2,100,NA,NA,NA,swan,NA,NA,NA
1263,DR2,92.9,NA,NA,NA,sweater,NA,NA,NA
1264,DR2,72.7272727,NA,NA,NA,tape,NA,NA,NA
1265,DR2,84.6153846,NA,NA,NA,taperecorder,NA,NA,NA
1266,DR2,94.2857143,NA,NA,NA,tennisracket,NA,NA,NA
1267,DR2,78,NA,NA,NA,thermos,NA,NA,NA
1268,DR2,100,NA,NA,NA,thimble,NA,NA,NA
1269,DR2,88.1,NA,NA,NA,tire,NA,NA,NA
1270,"boss, DR2",100,NA,NA,NA,tomato,NA,NA,NA
1271,"boss, DR2",100,NA,NA,NA,toothbrush,NA,NA,NA
1272,DR2,100,NA,NA,NA,tripod,NA,NA,NA
1273,DR2,100,NA,NA,NA,trophy,NA,NA,NA
1274,DR2,100,NA,NA,NA,tv,NA,NA,NA
1275,DR2,97.6,NA,NA,NA,tweezers,NA,NA,NA
1276,DR2,97.6,NA,NA,NA,unicorn,NA,NA,NA
1277,DR2,94.4,NA,NA,NA,unicycle,NA,NA,NA
1278,DR2,94.1176471,NA,NA,NA,vacuum,NA,NA,NA
1279,DR2,100,NA,NA,NA,waffle,NA,NA,NA
1280,DR2,97.6190476,NA,NA,NA,wallet,NA,NA,NA
1281,DR2,97.4,NA,NA,NA,walrus,NA,NA,NA
1282,DR2,80,NA,NA,NA,washingmachine,NA,NA,NA
1283,DR2,94.7368421,NA,NA,NA,wateringcan,NA,NA,NA
1284,DR2,95.5,NA,NA,NA,wolf,NA,NA,NA
1285,DR2,86.3636364,NA,NA,NA,worm,NA,NA,NA
1286,DR2,100,NA,NA,NA,yoyo,NA,NA,NA
